Customer ID,Gender,Region,Town size,Age Groups,Education Level,Home ownership,Job category,Employment length,Retired,Annual Household income,Debt to income ratio,Marital status,Household size,Telecom provider tenure (in months),Telecom provider tenure (in years),Customer Tenure,Customer Activity,Voice service usage,Equipment monthly usage,Monthly data usage,Streaming hours,Plans,Number of Plans,Subscriptions,Number of subscriptions,Devices,Number of devices,Services,Number of services
5796-RGVUFC-6TJ,Male,Southwest,Medium,18 to 24,Post Secondary,No,Professional,0,No,58000,5.6,Unmarried,1,2,0.166666667,Newcomer,Moderate,6.9,37.15,22.85,25,"Wireless data plan, Family plan, Home internet plan",3,"Equipment, Video streaming, Smart home monitoring",3,"Home computer, Smart device, Gaming console, Smart home device",4,"Cloud storage, IoT device support, Virtual assistant service, Cloud backup",4
6771-VWPLWJ-B4U,Female,Southeast,Medium,65 to 74,Post Secondary,Yes,Professional,15,No,43000,10.9,Unmarried,1,65,5.416666667,Veteran,Moderate,36.6,0,0,24,"International plan, Family plan",2,"Financial News streaming, Mobile security",2,No devices,0,Virtual assistant service,1
2452-AMBFJG-BAX,Female,West Coast,Mega-City,18 to 24,Post Secondary,No,Professional,0,No,20000,9.5,Married,5,19,1.583333333,Emerging,Moderate,23.7,34.9,31.05,20,"International plan, Wireless data plan, Home internet plan",3,"Equipment, Smart home monitoring, Mobile security",3,"Home computer, Smart device, Gaming console, Smart home device",4,"Cloud storage, IoT device support",2
0140-PXEUGB-VVZ,Female,Southeast,Large,25 to 34,Some High School,Yes,Professional,6,No,30000,3.4,Unmarried,1,10,0.833333333,Newcomer,Moderate,16.95,27.75,18.1,20,"International plan, Wireless data plan, Home internet plan",3,Equipment,1,"Home computer, Gaming console",2,Cloud backup,1
7211-ORWNNM-T4S,Male,Southwest,Mega-City,45 to 54,Post Secondary,No,Sales,8,No,35000,12.7,Married,2,10,0.833333333,Newcomer,Moderate,15.45,27.3,0,28,Home internet plan,1,Equipment,1,"Home computer, Gaming console",2,"Virtual assistant service, Cloud backup",2
5964-VSJYZC-ND5,Female,Southwest,Mega-City,25 to 34,Post Secondary,Yes,Service,7,No,111000,7.5,Unmarried,1,22,1.833333333,Emerging,Moderate,28.95,43.75,32.85,19,"International plan, Wireless data plan, Family plan, Home internet plan",4,"Equipment, Video streaming",2,"Home computer, Smart device, Gaming console",3,"Cloud storage, IoT device support, Virtual assistant service, Cloud backup",4
4882-LFDOGJ-387,Female,West Coast,Mega-City,25 to 34,Post Secondary,No,Labor,8,No,26000,14.6,Married,2,66,5.5,Veteran,Moderate,91.2,36.35,0,20,"International plan, Family plan, Home internet plan",3,"Equipment, Video streaming, Financial News streaming",3,"Home computer, Smart device, Gaming console",3,"Cloud storage, Virtual assistant service",2
6910-DMBDII-S1F,Female,West Coast,Mega-City,25 to 34,Some High School,Yes,Service,5,No,30000,17.4,Married,4,19,1.583333333,Emerging,Moderate,40.95,0,0,20,International plan,1,"Video streaming, Financial News streaming, Mobile security",3,No devices,0,"Virtual assistant service, Cloud backup",2
3578-XEBXHS-3PI,Female,West Coast,Mega-City,55 to 64,Post Secondary,Yes,Crafts,34,Yes,12000,16.7,Unmarried,1,50,4.166666667,Loyal,Moderate,33.6,0,39.35,11,"International plan, Wireless data plan, Family plan, Home internet plan",4,"Video streaming, Mobile security",2,"Home computer, Smart home device",2,"Cloud storage, IoT device support, Virtual assistant service, Cloud backup",4
0500-YVQSIG-5KL,Female,Southeast,Small,35 to 44,Post Secondary,Yes,Professional,8,No,44000,4.2,Married,4,43,3.583333333,Loyal,Moderate,25.95,0,0,23,International plan,1,No subscriptions,0,No devices,0,No devices,0
9409-JOQSJT-AAV,Female,Southwest,Small,25 to 34,Some High School,Yes,Professional,7,No,30000,21.6,Unmarried,5,47,3.916666667,Loyal,Moderate,25.5,0,0,17,"International plan, Family plan",2,No subscriptions,0,Smart device,1,No devices,0
5366-AINGNE-3ZS,Male,Midwest,Mega-City,65 to 74,Post Secondary,Yes,Agriculture,21,Yes,61000,14.8,Unmarried,1,56,4.666666667,Loyal,Moderate,36,0,38.9,20,"International plan, Wireless data plan, Home internet plan",3,"Video streaming, Financial News streaming, Mobile security",3,"Home computer, Smart home device",2,"Cloud storage, IoT device support, Virtual assistant service, Cloud backup",4
4002-UDERWL-K5I,Male,Midwest,Extra Large,55 to 64,Post Secondary,No,Service,21,Yes,12000,27.3,Married,2,40,3.333333333,Established,Moderate,23.4,0,0,23,"International plan, Family plan, Home internet plan",3,"Financial News streaming, Mobile security",2,Home computer,1,"Cloud storage, IoT device support, Virtual assistant service, Cloud backup",4
5783-HBOXFC-5BZ,Male,Southeast,Small,45 to 54,Post Secondary,Yes,Service,7,No,134000,14.6,Married,5,16,1.333333333,Emerging,Moderate,22.65,43.2,50.4,27,"International plan, Wireless data plan, Home internet plan",3,"Equipment, Video streaming, Smart home monitoring, Mobile security",4,"Home computer, Smart device, Gaming console, Smart home device",4,"Cloud storage, IoT device support, Virtual assistant service, Cloud backup",4
8027-POZEAY-DVO,Male,West Coast,Medium,35 to 44,Post Secondary,Yes,Sales,3,No,46000,7,Unmarried,1,25,2.083333333,Established,Moderate,44.85,0,29.8,23,"International plan, Wireless data plan",2,"Video streaming, Financial News streaming, Mobile security",3,"Home computer, Smart device, Gaming console, Smart home device",4,"Cloud storage, Virtual assistant service, Cloud backup",3
7356-SBPGQV-W7S,Female,Midwest,Small,65 to 74,Post Secondary,No,Crafts,25,Yes,11000,10.6,Married,3,72,6,Veteran,High,236.4,56.5,69.45,24,"International plan, Wireless data plan, Family plan, Home internet plan",4,"Equipment, Video streaming, Financial News streaming, Mobile security",4,"Home computer, Smart device",2,"Cloud storage, Virtual assistant service, Cloud backup",3
7038-NGLHWM-3AD,Male,Southwest,Small,65 to 74,Some High School,Yes,Agriculture,28,Yes,11000,13.3,Unmarried,1,70,5.833333333,Veteran,Moderate,85.2,0,0,16,"International plan, Family plan",2,"Video streaming, Financial News streaming",2,No devices,0,No devices,0
7108-BNBUDI-H86,Female,Northeast,Small,45 to 54,Completed High School,No,Professional,9,No,33000,10.8,Unmarried,1,61,5.083333333,Veteran,Moderate,75,0,0,24,"International plan, Family plan, Home internet plan",3,Financial News streaming,1,Home computer,1,No devices,0
4314-PUSZNR-7SR,Male,Northeast,Small,25 to 34,Post Secondary,Yes,Professional,0,No,19000,9,Married,3,3,0.25,Newcomer,Low,11.4,25.6,0,17,Home internet plan,1,"Equipment, Smart home monitoring",2,"Home computer, Smart device, Gaming console, Smart home device",4,"Cloud storage, IoT device support",2
0992-ZESDAP-CBG,Male,Southeast,Small,65 to 74,Post Secondary,No,Sales,4,Yes,10000,3.4,Unmarried,1,38,3.166666667,Established,Moderate,12.45,0,0,18,"International plan, Family plan",2,No subscriptions,0,"Home computer, Smart device, Gaming console",3,No devices,0
5122-EUEKLQ-248,Female,Midwest,Small,45 to 54,Post Secondary,No,Agriculture,20,No,58000,28.1,Unmarried,1,43,3.583333333,Loyal,Moderate,34.95,37.35,38,18,"Wireless data plan, Family plan, Home internet plan",3,"Equipment, Smart home monitoring",2,"Home computer, Smart device, Gaming console, Smart home device",4,"Cloud storage, Cloud backup",2
7993-ZWHZFC-IOV,Female,Southeast,Small,25 to 34,Some High School,Yes,Sales,3,No,40000,10.9,Unmarried,1,4,0.333333333,Newcomer,Low,6.75,0,0,23,No plans,0,No subscriptions,0,Gaming console,1,No devices,0
9587-ZIYQIE-ACX,Female,Midwest,Mega-City,45 to 54,Post Secondary,Yes,Professional,6,No,47000,1.5,Married,2,69,5.75,Veteran,Moderate,80.7,28.05,0,17,"International plan, Family plan",2,"Equipment, Financial News streaming",2,"Home computer, Smart home device",2,No devices,0
1382-WYHHUX-JRX,Female,West Coast,Extra Large,35 to 44,Completed High School,Yes,Agriculture,10,No,48000,3,Unmarried,2,62,5.166666667,Veteran,Moderate,42.3,0,0,24,International plan,1,Financial News streaming,1,No devices,0,No devices,0
8402-SILWTV-4YR,Male,Southwest,Extra Large,55 to 64,Post Secondary,Yes,Service,20,No,1073000,19.7,Married,2,72,6,Veteran,High,140.7,0,44.9,28,"International plan, Wireless data plan, Family plan, Home internet plan",4,"Video streaming, Financial News streaming, Mobile security",3,"Home computer, Smart device",2,IoT device support,1
9361-PFCEED-QIM,Male,Southwest,Large,65 to 74,Post Secondary,Yes,Labor,33,No,240000,16.4,Married,3,71,5.916666667,Veteran,Moderate,79.35,0,0,14,"International plan, Family plan",2,"Video streaming, Financial News streaming, Mobile security",3,Smart home device,1,"Virtual assistant service, Cloud backup",2
3287-DHSBON-KU9,Male,Northeast,Small,18 to 24,Post Secondary,Yes,Professional,0,No,28000,24.3,Married,3,1,0.083333333,Newcomer,Moderate,2.85,0,0,25,International plan,1,"Video streaming, Mobile security",2,No devices,0,"Virtual assistant service, Cloud backup",2
5974-SZRVSI-KIH,Female,West Coast,Mega-City,65 to 74,Post Secondary,Yes,Sales,18,No,35000,11.9,Married,2,69,5.75,Veteran,Moderate,82.5,0,0,21,"International plan, Family plan",2,"Video streaming, Financial News streaming",2,Home computer,1,"Virtual assistant service, Cloud backup",2
9680-RTEIGM-JUV,Female,Southeast,Medium,18 to 24,Post Secondary,Yes,Sales,0,No,28000,13.7,Unmarried,1,13,1.083333333,Newcomer,Moderate,8.7,23.85,0,25,Home internet plan,1,"Equipment, Financial News streaming",2,"Home computer, Smart device, Gaming console",3,No devices,0
6760-JZVHNV-E0D,Male,Southeast,Small,65 to 74,No High School,No,Sales,9,No,32000,0.6,Unmarried,1,58,4.833333333,Loyal,Moderate,39.45,0,0,20,No plans,0,"Video streaming, Financial News streaming",2,No devices,0,No devices,0
6424-HHPNRP-MXW,Female,Southeast,Large,35 to 44,Post Secondary,Yes,Agriculture,13,No,44000,11.5,Married,2,48,4,Loyal,Moderate,40.35,0,0,13,International plan,1,"Video streaming, Financial News streaming",2,No devices,0,Virtual assistant service,1
0969-XSHXOE-CN5,Female,Midwest,Extra Large,18 to 24,Post Secondary,No,Professional,0,No,16000,14.6,Married,2,2,0.166666667,Newcomer,Moderate,7.35,36.5,21.55,22,"International plan, Wireless data plan, Home internet plan",3,"Equipment, Video streaming, Mobile security",3,"Home computer, Smart device, Gaming console",3,"Cloud storage, Virtual assistant service, Cloud backup",3
6240-MKSGHD-SNK,Male,West Coast,Small,65 to 74,Completed High School,No,Labor,35,Yes,39000,22.5,Married,2,72,6,Veteran,Moderate,184.35,0,0,18,"International plan, Family plan",2,Financial News streaming,1,No devices,0,Virtual assistant service,1
2659-CCTXZC-38P,Male,Midwest,Medium,65 to 74,Post Secondary,Yes,Professional,13,No,115000,9.6,Unmarried,1,52,4.333333333,Loyal,High,64.05,50.65,48.15,25,"International plan, Wireless data plan, Family plan, Home internet plan",4,"Equipment, Video streaming, Financial News streaming, Mobile security",4,"Home computer, Smart device, Gaming console",3,"Cloud storage, IoT device support, Virtual assistant service, Cloud backup",4
8473-QXSVZA-DJP,Male,Southwest,Small,45 to 54,Completed High School,Yes,Professional,5,No,47000,17.7,Unmarried,1,56,4.666666667,Loyal,Moderate,70.05,0,0,19,"International plan, Family plan",2,Financial News streaming,1,No devices,0,Cloud backup,1
5003-ZQFOQH-IYJ,Male,Southeast,Small,55 to 64,Completed High School,Yes,Sales,3,No,31000,11,Unmarried,1,60,5,Loyal,Moderate,69.6,0,0,16,"International plan, Family plan",2,"Video streaming, Financial News streaming, Mobile security",3,Gaming console,1,"Virtual assistant service, Cloud backup",2
6274-WKNKWX-AKM,Female,Southeast,Large,Over 75,Some High School,No,Labor,32,Yes,35000,12.2,Married,2,64,5.333333333,Veteran,Moderate,42.3,0,0,12,International plan,1,"Video streaming, Financial News streaming, Mobile security",3,No devices,0,"Virtual assistant service, Cloud backup",2
3417-CXQKVG-Y5B,Male,Midwest,Extra Large,65 to 74,Post Secondary,No,Service,30,Yes,38000,19.2,Unmarried,1,60,5,Loyal,Moderate,71.85,0,0,15,International plan,1,"Video streaming, Financial News streaming, Mobile security",3,Smart device,1,Virtual assistant service,1
4839-KZEEWJ-N8U,Female,West Coast,Mega-City,18 to 24,Post Secondary,No,Sales,0,No,16000,13.7,Unmarried,3,2,0.166666667,Newcomer,Moderate,15,0,18.95,21,Wireless data plan,1,"Video streaming, Mobile security",2,"Smart device, Gaming console",2,"Virtual assistant service, Cloud backup",2
0694-FUKAXG-HHG,Male,Midwest,Small,65 to 74,Some High School,Yes,Sales,19,No,80000,2.4,Married,2,65,5.416666667,Veteran,Moderate,66.75,0,0,15,"International plan, Family plan",2,"Video streaming, Financial News streaming, Mobile security",3,No devices,0,"Virtual assistant service, Cloud backup",2
8930-KVONDZ-NNN,Male,Southwest,Medium,25 to 34,Post Secondary,Yes,Sales,1,No,53000,2.3,Unmarried,1,3,0.25,Newcomer,Low,10.5,0,0,19,No plans,0,No subscriptions,0,Smart device,1,No devices,0
6088-SCRRWD-QAY,Male,Southwest,Medium,Over 75,Post Secondary,No,Sales,9,Yes,9000,11.6,Unmarried,1,53,4.416666667,Loyal,Moderate,43.5,0,0,0,"International plan, Family plan",2,Financial News streaming,1,No devices,0,No devices,0
9303-FZYCXF-SYD,Female,Northeast,Small,35 to 44,Completed High School,Yes,Labor,16,No,49000,6,Unmarried,1,71,5.916666667,Veteran,High,97.35,53.3,37.7,20,"International plan, Wireless data plan, Family plan, Home internet plan",4,"Equipment, Video streaming, Financial News streaming, Mobile security",4,"Home computer, Smart device, Gaming console",3,"Cloud storage, IoT device support, Virtual assistant service, Cloud backup",4
1241-AFAQMV-XB1,Female,West Coast,Medium,35 to 44,Completed High School,Yes,Labor,20,No,54000,10.4,Married,2,12,1,Newcomer,Moderate,17.7,30.6,24.1,27,"International plan, Wireless data plan, Family plan, Home internet plan",4,"Equipment, Video streaming, Financial News streaming, Mobile security",4,"Home computer, Gaming console",2,"IoT device support, Virtual assistant service, Cloud backup",3
7439-VFDUNB-ZRG,Male,Northeast,Large,18 to 24,Post Secondary,No,Sales,0,No,14000,2.3,Married,5,1,0.083333333,Newcomer,Low,9.3,0,0,0,International plan,1,Video streaming,1,Home computer,1,"Virtual assistant service, Cloud backup",2
1329-PZMMVQ-B2C,Male,West Coast,Small,Over 75,Post Secondary,Yes,Sales,14,No,42000,23.8,Unmarried,1,45,3.75,Loyal,Moderate,32.4,0,0,21,"Family plan, Home internet plan",2,Financial News streaming,1,"Home computer, Gaming console",2,No devices,0
3362-VEKFFP-MQZ,Male,Northeast,Small,45 to 54,Post Secondary,No,Sales,6,No,25000,15.7,Married,2,57,4.75,Loyal,Moderate,31.65,28.95,0,20,"Family plan, Home internet plan",2,"Equipment, Financial News streaming",2,"Home computer, Smart device, Gaming console",3,No devices,0
6882-FYTACL-P17,Male,Midwest,Small,35 to 44,Completed High School,Yes,Sales,1,No,36000,20,Unmarried,1,10,0.833333333,Newcomer,Low,12.75,0,0,19,No plans,0,No subscriptions,0,"Smart device, Gaming console",2,No devices,0
8693-GLORSV-LZQ,Male,Northeast,Small,25 to 34,Completed High School,Yes,Professional,4,No,30000,3.1,Married,5,22,1.833333333,Emerging,Low,11.85,0,0,22,No plans,0,No subscriptions,0,No devices,0,No devices,0
6260-QQNXVJ-8B8,Male,West Coast,Mega-City,25 to 34,Post Secondary,Yes,Sales,2,No,37000,2,Married,4,22,1.833333333,Emerging,Moderate,27.75,0,0,25,"Family plan, Home internet plan",2,No subscriptions,0,Home computer,1,No devices,0
6051-HRWOID-SC0,Female,Midwest,Large,55 to 64,Some High School,Yes,Sales,4,No,30000,13.9,Unmarried,1,25,2.083333333,Established,Moderate,18.15,0,0,25,International plan,1,"Financial News streaming, Mobile security",2,No devices,0,No devices,0
7931-BWZGEY-YCU,Male,Northeast,Small,45 to 54,Some High School,No,Service,18,No,53000,16.1,Unmarried,1,69,5.75,Veteran,Moderate,83.85,0,0,18,"International plan, Family plan",2,"Video streaming, Financial News streaming",2,No devices,0,No devices,0
3901-ZVOXPC-07I,Male,Southeast,Small,55 to 64,Post Secondary,Yes,Sales,9,No,49000,19.1,Unmarried,1,36,3,Established,Moderate,25.05,0,0,14,"International plan, Family plan",2,Video streaming,1,No devices,0,"Virtual assistant service, Cloud backup",2
0223-CJYGFZ-D4C,Female,Northeast,Medium,25 to 34,Post Secondary,Yes,Professional,4,No,30000,7.6,Married,2,1,0.083333333,Newcomer,Low,4.2,0,0,13,"International plan, Home internet plan",2,"Video streaming, Mobile security",2,"Home computer, Smart device, Gaming console",3,"Virtual assistant service, Cloud backup",2
8213-ULVBFE-QAM,Male,Southwest,Extra Large,25 to 34,Post Secondary,No,Agriculture,5,No,26000,7.8,Unmarried,2,11,0.916666667,Newcomer,Low,24.15,0,0,15,No plans,0,Mobile security,1,Home computer,1,Virtual assistant service,1
7878-OANAFE-X5M,Female,Southwest,Extra Large,18 to 24,Completed High School,No,Sales,0,No,24000,14.3,Unmarried,3,15,1.25,Emerging,Low,12.15,0,0,17,No plans,0,No subscriptions,0,"Smart device, Gaming console",2,No devices,0
9054-XWRNMX-8D4,Female,Northeast,Small,Over 75,Post Secondary,Yes,Professional,8,Yes,23000,2.8,Unmarried,1,48,4,Loyal,Moderate,43.5,42.2,0,21,"International plan, Home internet plan",2,"Equipment, Video streaming, Smart home monitoring, Financial News streaming, Mobile security",5,"Home computer, Smart home device",2,"Cloud storage, Virtual assistant service, Cloud backup",3
8447-RADRWX-LVS,Male,Northeast,Small,35 to 44,Post Secondary,Yes,Professional,8,No,50000,10.8,Married,4,37,3.083333333,Established,Moderate,17.25,0,0,23,Home internet plan,1,Financial News streaming,1,"Home computer, Smart device, Gaming console",3,No devices,0
7132-VYXCMK-4NW,Male,West Coast,Mega-City,25 to 34,Completed High School,Yes,Service,4,No,41000,12.8,Unmarried,3,44,3.666666667,Loyal,Moderate,20.25,0,0,22,International plan,1,"Video streaming, Financial News streaming, Mobile security",3,Gaming console,1,"Cloud storage, Virtual assistant service, Cloud backup",3
7141-RFLBFZ-1W2,Male,Southeast,Small,18 to 24,Some High School,No,Professional,0,No,18000,11.1,Unmarried,1,19,1.583333333,Emerging,Low,18.15,0,0,14,No plans,0,Mobile security,1,Gaming console,1,No devices,0
0023-WKLZQN-M6X,Female,West Coast,Small,35 to 44,Post Secondary,No,Sales,2,No,51000,2.4,Married,2,2,0.166666667,Newcomer,Moderate,8.1,0,26.15,18,"International plan, Wireless data plan, Home internet plan",3,"Video streaming, Smart home monitoring, Mobile security",3,"Home computer, Smart device, Gaming console, Smart home device",4,"Cloud storage, IoT device support, Cloud backup",3
