Customer ID,Gender,Region,Town size,Age Groups,Education Level,Home ownership,Job category,Employment length,Retired,Annual Household income,Debt to income ratio,Marital status,Household size,Telecom provider tenure (in months),Telecom provider tenure (in years),Customer Tenure,Voice service usage,Voice Service Groups,Equipment monthly usage,Monthly data usage,Data Usage Groups,Streaming hours,Streaming Groups,Plans,Number of Plans,Subscriptions,Number of subscriptions,Devices,Number of devices,Services,Number of services,CARTsegments,kmeans_segment,Customer Activity
4832-HIYXCW-RHO,Female,West Coast,Mega-City,35 to 44,Post Secondary,No,Sales,4,No,31000,8.1,Married,3,5,0.416666667,Newcomer,16.65,Low,29.25,23.65,Low,14,Low,"Wireless data plan, Home internet plan",2,"Equipment, Mobile security",2,"Home computer, Smart device",2,No devices,0,3,4,Low
1744-YOZOGS-856,Male,Southeast,Extra Large,35 to 44,Post Secondary,Yes,Sales,1,No,32000,7.1,Unmarried,1,38,3.166666667,Established,14.25,Low,45.65,24.1,Low,25,Moderate,"Wireless data plan, Family plan, Home internet plan",3,"Equipment, Financial News streaming",2,"Home computer, Smart device, Gaming console",3,"Cloud storage, IoT device support",2,3,3,Low
7754-EMTCYS-M1X,Female,Northeast,Small,Over 75,Post Secondary,No,Professional,10,No,68000,13.8,Unmarried,1,21,1.75,Emerging,33.15,Moderate,34.75,30.05,Moderate,15,Low,"Wireless data plan, Family plan, Home internet plan",3,"Equipment, Smart home monitoring",2,"Home computer, Smart device, Gaming console, Smart home device",4,"Cloud storage, IoT device support",2,5,3,Moderate
5093-KUSRCS-X2U,Male,Midwest,Small,45 to 54,Completed High School,Yes,Sales,5,No,20000,15.8,Unmarried,1,48,4,Loyal,27.9,Low,0,0,None,21,Moderate,"International plan, Family plan",2,"Video streaming, Financial News streaming",2,Home computer,1,No devices,0,3,2,Low
8696-AARXBQ-SBQ,Female,West Coast,Extra Large,35 to 44,Completed High School,No,Sales,5,No,29000,8.4,Unmarried,2,29,2.416666667,Established,15.45,Low,0,25.7,Moderate,12,Low,"International plan, Wireless data plan, Family plan",3,"Video streaming, Mobile security",2,"Home computer, Smart device, Smart home device",3,"Cloud storage, IoT device support, Virtual assistant service, Cloud backup",4,3,3,Low
5599-QKGOXE-H91,Male,Northeast,Extra Large,18 to 24,Post Secondary,No,Sales,0,No,17000,4.8,Unmarried,2,12,1,Newcomer,14.25,Low,0,0,None,25,Moderate,No plans,0,No subscriptions,0,Gaming console,1,Virtual assistant service,1,2,1,Low
1101-PBBFSP-62M,Male,Midwest,Mega-City,55 to 64,Post Secondary,Yes,Sales,12,No,29000,7.8,Married,3,65,5.416666667,Veteran,55.35,High,45,51.1,High,21,Moderate,"International plan, Wireless data plan, Family plan, Home internet plan",4,"Equipment, Video streaming, Financial News streaming, Mobile security",4,"Home computer, Smart device, Gaming console",3,"Cloud storage, IoT device support",2,7,6,High
7908-BDWIWI-QTI,Female,West Coast,Medium,65 to 74,Some High School,No,Professional,6,Yes,13000,14.7,Married,2,61,5.083333333,Veteran,47.85,Moderate,0,0,None,20,Moderate,International plan,1,Financial News streaming,1,No devices,0,Virtual assistant service,1,6,2,Moderate
8388-XXPVWM-V0N,Female,West Coast,Medium,65 to 74,Post Secondary,Yes,Service,19,Yes,21000,7.5,Unmarried,1,41,3.416666667,Established,17.4,Low,0,34.3,Moderate,23,Moderate,"Wireless data plan, Family plan, Home internet plan",3,"Video streaming, Smart home monitoring",2,"Home computer, Smart device, Gaming console, Smart home device",4,"Cloud storage, IoT device support, Virtual assistant service, Cloud backup",4,3,3,Moderate
8092-VBWJVP-D4B,Female,Southwest,Small,18 to 24,Some High School,Yes,Sales,0,No,24000,6.1,Married,5,11,0.916666667,Newcomer,23.4,Low,21.1,0,None,14,Low,"Family plan, Home internet plan",2,Equipment,1,"Home computer, Smart device, Gaming console",3,No devices,0,3,4,Low
1392-BQUNUJ-M9C,Male,Midwest,Medium,35 to 44,Post Secondary,Yes,Professional,2,No,99000,23.4,Unmarried,1,35,2.916666667,Established,43.5,Moderate,0,0,None,16,Low,International plan,1,"Video streaming, Mobile security",2,No devices,0,"Virtual assistant service, Cloud backup",2,5,1,Low
9191-DQPZIS-5DB,Female,Southwest,Large,25 to 34,Completed High School,No,Service,4,No,22000,1.2,Unmarried,1,22,1.833333333,Emerging,25.2,Low,0,0,None,24,Moderate,International plan,1,No subscriptions,0,"Home computer, Gaming console",2,No devices,0,3,4,Low
9804-JHFSPO-C87,Male,West Coast,Mega-City,55 to 64,Completed High School,Yes,Crafts,29,No,242000,8.7,Married,4,61,5.083333333,Veteran,40.35,Moderate,0,0,None,24,Moderate,International plan,1,"Video streaming, Financial News streaming",2,No devices,0,Cloud backup,1,5,2,Moderate
6208-WAHHPB-HU3,Male,Southeast,Medium,45 to 54,Post Secondary,Yes,Sales,6,No,52000,9.5,Married,2,72,6,Veteran,106.35,High,0,42,Moderate,22,Moderate,"International plan, Wireless data plan, Family plan",3,"Video streaming, Financial News streaming, Mobile security",3,"Home computer, Smart device, Gaming console",3,"Cloud storage, IoT device support, Virtual assistant service, Cloud backup",4,8,6,Moderate
1251-ETTBBE-0L5,Female,Northeast,Medium,25 to 34,Post Secondary,Yes,Crafts,10,No,34000,7.2,Married,4,44,3.666666667,Loyal,45.15,Moderate,33,0,None,25,Moderate,"International plan, Family plan, Home internet plan",3,Equipment,1,"Home computer, Smart device, Gaming console",3,No devices,0,6,4,Moderate
0023-SFNINN-16J,Female,Midwest,Medium,65 to 74,Post Secondary,No,Crafts,12,Yes,9000,11.3,Unmarried,1,63,5.25,Veteran,70.2,High,0,0,None,0,Low,"International plan, Family plan, Home internet plan",3,Financial News streaming,1,Home computer,1,No devices,0,7,2,Moderate
1741-EANZOT-X04,Male,West Coast,Large,45 to 54,Post Secondary,Yes,Professional,7,No,64000,10.5,Married,2,13,1.083333333,Newcomer,27.75,Low,0,26.85,Moderate,19,Moderate,"International plan, Wireless data plan, Home internet plan",3,"Video streaming, Smart home monitoring, Mobile security",3,"Home computer, Smart device, Gaming console, Smart home device",4,"Cloud storage, IoT device support, Virtual assistant service, Cloud backup",4,3,3,Moderate
2217-JCITJW-7OS,Female,Southwest,Large,18 to 24,Post Secondary,Yes,Sales,0,No,24000,2.9,Married,5,22,1.833333333,Emerging,14.55,Low,32.3,0,None,19,Moderate,"Family plan, Home internet plan",2,"Equipment, Financial News streaming",2,"Home computer, Smart device, Gaming console",3,"Cloud storage, IoT device support",2,3,4,Low
6766-BKWNTC-8QL,Male,Southwest,Medium,65 to 74,Some High School,No,Service,30,Yes,11000,13.3,Married,2,23,1.916666667,Emerging,50.4,Moderate,0,0,None,18,Moderate,No plans,0,"Video streaming, Financial News streaming",2,Smart home device,1,Cloud backup,1,6,1,Moderate
3602-CKGPOM-GLT,Male,Northeast,Medium,55 to 64,Post Secondary,No,Agriculture,28,No,70000,9.6,Unmarried,1,69,5.75,Veteran,49.8,Moderate,52,48,Moderate,20,Moderate,"International plan, Wireless data plan, Family plan, Home internet plan",4,"Equipment, Video streaming, Smart home monitoring, Financial News streaming, Mobile security",5,"Home computer, Gaming console, Smart home device",3,"Cloud storage, IoT device support, Virtual assistant service, Cloud backup",4,6,6,Moderate
5565-CAGENH-J1W,Female,Midwest,Large,35 to 44,Some High School,No,Sales,3,No,49000,9.1,Married,2,69,5.75,Veteran,49.35,Moderate,0,0,None,15,Low,International plan,1,"Video streaming, Mobile security",2,No devices,0,"Virtual assistant service, Cloud backup",2,6,2,Low
7553-HAWCLM-JVG,Male,Southeast,Large,25 to 34,Some High School,Yes,Sales,1,No,24000,9.9,Married,5,18,1.5,Emerging,33.9,Moderate,26.2,0,None,17,Low,"Family plan, Home internet plan",2,Equipment,1,"Home computer, Gaming console",2,No devices,0,5,4,Low
1890-WDOXSL-5H1,Male,Southeast,Large,18 to 24,Some High School,No,Labor,3,No,19000,3,Married,4,24,2,Emerging,11.25,Low,0,0,None,22,Moderate,International plan,1,"Video streaming, Mobile security",2,No devices,0,Cloud backup,1,1,1,Low
3532-JLPJBS-69C,Female,Midwest,Medium,45 to 54,Completed High School,Yes,Agriculture,19,No,68000,8.8,Unmarried,1,57,4.75,Loyal,72.15,High,0,0,None,16,Low,"International plan, Family plan, Home internet plan",3,"Financial News streaming, Mobile security",2,"Home computer, Smart device",2,No devices,0,7,2,Moderate
4562-VVBIHP-KNV,Female,Midwest,Mega-City,Over 75,No High School,Yes,Service,46,Yes,48000,13.8,Unmarried,1,72,6,Veteran,87.6,High,0,0,None,31,High,"International plan, Family plan",2,"Video streaming, Financial News streaming",2,No devices,0,No devices,0,8,2,High
2419-ICGRYJ-RB5,Male,Southeast,Small,25 to 34,Post Secondary,No,Professional,0,No,49000,1.4,Unmarried,4,6,0.5,Newcomer,8.1,Low,27.2,0,None,31,High,"Family plan, Home internet plan",2,Equipment,1,"Home computer, Smart device",2,Cloud storage,1,1,4,Moderate
9562-VQOTDG-UNT,Female,Northeast,Small,45 to 54,Post Secondary,No,Service,11,No,41000,7.3,Unmarried,1,26,2.166666667,Established,16.8,Low,0,0,None,25,Moderate,Home internet plan,1,Financial News streaming,1,"Home computer, Smart device, Gaming console",3,Cloud storage,1,3,4,Low
7394-YZKDOV-NQB,Female,Southeast,Extra Large,55 to 64,Post Secondary,No,Sales,5,No,28000,12.6,Married,2,49,4.083333333,Loyal,65.25,High,0,0,None,15,Low,International plan,1,No subscriptions,0,No devices,0,No devices,0,7,1,Moderate
4500-JRIATB-YGQ,Female,Midwest,Mega-City,25 to 34,Post Secondary,No,Professional,3,No,47000,5,Unmarried,1,1,0.083333333,Newcomer,9.9,Low,31.1,0,None,11,Low,Home internet plan,1,"Equipment, Video streaming, Mobile security",3,"Home computer, Smart device, Gaming console",3,Virtual assistant service,1,1,4,Low
4762-CPVKNE-QZ0,Female,Northeast,Extra Large,25 to 34,Post Secondary,Yes,Sales,3,No,37000,15.5,Unmarried,1,11,0.916666667,Newcomer,10.95,Low,0,31.8,Moderate,21,Moderate,"International plan, Wireless data plan",2,"Video streaming, Mobile security",2,"Home computer, Gaming console",2,"IoT device support, Virtual assistant service, Cloud backup",3,1,3,Moderate
0246-BDEUXK-1RM,Female,Midwest,Mega-City,18 to 24,Post Secondary,No,Labor,0,No,20000,23.7,Unmarried,4,45,3.75,Loyal,51.6,Moderate,0,0,None,18,Moderate,"International plan, Family plan, Home internet plan",3,"Video streaming, Financial News streaming, Mobile security",3,"Home computer, Smart device, Gaming console",3,Virtual assistant service,1,6,2,Moderate
8604-HXWQZU-3LR,Female,Northeast,Small,18 to 24,Post Secondary,No,Sales,0,No,14000,14.7,Unmarried,1,7,0.583333333,Newcomer,9.45,Low,24.5,0,None,16,Low,"International plan, Home internet plan",2,"Equipment, Mobile security",2,"Home computer, Smart device, Gaming console",3,"Cloud storage, Cloud backup",2,1,4,Low
8844-HHTFSR-0KF,Female,Midwest,Mega-City,35 to 44,Post Secondary,Yes,Service,9,No,73000,5.7,Unmarried,1,52,4.333333333,Loyal,48.45,Moderate,0,0,None,26,Moderate,"International plan, Family plan",2,No subscriptions,0,Smart device,1,No devices,0,6,2,Moderate
8085-OABDDL-CQY,Male,Northeast,Small,35 to 44,Post Secondary,Yes,Labor,7,No,43000,7.5,Married,4,64,5.333333333,Veteran,39.45,Moderate,35,0,None,18,Moderate,"International plan, Family plan, Home internet plan",3,"Equipment, Video streaming, Financial News streaming",3,"Home computer, Smart device",2,No devices,0,5,2,Moderate
6091-GSCHJX-JVD,Male,Southeast,Extra Large,45 to 54,Completed High School,Yes,Sales,2,No,19000,3.5,Unmarried,1,66,5.5,Veteran,54.75,Moderate,0,0,None,22,Moderate,International plan,1,"Video streaming, Financial News streaming, Mobile security",3,No devices,0,"Virtual assistant service, Cloud backup",2,6,2,Moderate
2053-PEHZPB-NTD,Female,Southwest,Small,25 to 34,Post Secondary,Yes,Sales,1,No,34000,14.2,Unmarried,1,8,0.666666667,Newcomer,13.65,Low,0,0,None,27,Moderate,"International plan, Home internet plan",2,Video streaming,1,"Home computer, Smart device, Gaming console",3,Virtual assistant service,1,1,4,Low
0835-KVUHBP-8LE,Female,West Coast,Small,25 to 34,Post Secondary,Yes,Sales,0,No,36000,7.8,Unmarried,1,4,0.333333333,Newcomer,14.7,Low,0,25.95,Moderate,16,Low,"Wireless data plan, Home internet plan",2,Mobile security,1,"Home computer, Smart device",2,"Virtual assistant service, Cloud backup",2,3,4,Low
3842-DLIYAD-6X6,Male,Southeast,Medium,35 to 44,Post Secondary,Yes,Sales,2,No,119000,4.6,Married,4,62,5.166666667,Veteran,65.4,High,46.9,46.1,Moderate,20,Moderate,"International plan, Wireless data plan, Family plan, Home internet plan",4,"Equipment, Financial News streaming",2,"Home computer, Gaming console",2,"Cloud storage, IoT device support, Cloud backup",3,7,6,Moderate
8757-CIJMDF-6TD,Male,Southeast,Extra Large,35 to 44,Post Secondary,Yes,Professional,3,No,98000,3.6,Married,4,13,1.083333333,Newcomer,18.45,Low,46.7,38,Moderate,16,Low,"International plan, Wireless data plan, Home internet plan",3,"Equipment, Video streaming, Smart home monitoring, Financial News streaming, Mobile security",5,"Home computer, Smart device, Gaming console, Smart home device",4,"Cloud storage, IoT device support, Virtual assistant service, Cloud backup",4,3,3,Low
5911-WLWIBS-D1N,Male,Midwest,Mega-City,55 to 64,Completed High School,Yes,Labor,23,No,62000,13.7,Married,2,52,4.333333333,Loyal,45.9,Moderate,0,0,None,18,Moderate,International plan,1,No subscriptions,0,No devices,0,Virtual assistant service,1,6,1,Moderate
3666-AFMVQU-9H7,Male,West Coast,Medium,18 to 24,Post Secondary,No,Sales,0,No,21000,9.2,Unmarried,1,27,2.25,Established,23.7,Low,46.2,38.2,Moderate,17,Low,"Wireless data plan, Family plan, Home internet plan",3,"Equipment, Financial News streaming, Mobile security",3,"Home computer, Smart device, Gaming console",3,"Cloud storage, IoT device support, Virtual assistant service",3,3,3,Low
5162-WGZNXL-X93,Female,West Coast,Medium,45 to 54,Post Secondary,No,Sales,4,No,32000,8,Married,2,33,2.75,Established,39.3,Moderate,23.35,0,None,19,Moderate,"International plan, Family plan, Home internet plan",3,Equipment,1,"Home computer, Gaming console",2,No devices,0,5,4,Moderate
7415-IIKLBO-8VO,Male,Southeast,Extra Large,65 to 74,Post Secondary,Yes,Sales,5,Yes,35000,3.2,Married,2,71,5.916666667,Veteran,72.15,High,94.1,186.25,High,28,Moderate,"International plan, Wireless data plan, Family plan, Home internet plan",4,"Equipment, Video streaming, Smart home monitoring, Financial News streaming, Mobile security",5,"Home computer, Smart device, Gaming console, Smart home device",4,"Cloud storage, IoT device support, Virtual assistant service, Cloud backup",4,7,6,High
9674-LSLCQN-NU6,Female,Midwest,Small,45 to 54,Post Secondary,Yes,Service,11,No,51000,3.3,Married,3,55,4.583333333,Loyal,24.45,Low,0,0,None,18,Moderate,"International plan, Family plan, Home internet plan",3,"Video streaming, Financial News streaming, Mobile security",3,"Home computer, Smart device, Gaming console, Smart home device",4,"Cloud storage, IoT device support, Virtual assistant service, Cloud backup",4,3,3,Low
9622-LXMOAF-E9C,Female,Southeast,Medium,35 to 44,Some High School,Yes,Labor,14,No,62000,11.1,Married,2,56,4.666666667,Loyal,24.6,Low,0,0,None,19,Moderate,"International plan, Family plan",2,No subscriptions,0,Smart device,1,No devices,0,3,2,Low
2119-XXXFSK-KO6,Female,Southeast,Large,55 to 64,Post Secondary,No,Sales,3,No,69000,18.5,Unmarried,1,41,3.416666667,Established,20.7,Low,36.8,32.6,Moderate,22,Moderate,"International plan, Wireless data plan, Family plan, Home internet plan",4,"Equipment, Video streaming, Financial News streaming",3,"Home computer, Gaming console",2,"Cloud storage, IoT device support, Virtual assistant service, Cloud backup",4,3,3,Moderate
2435-RABMIV-T9Y,Female,West Coast,Mega-City,18 to 24,Post Secondary,Yes,Professional,0,No,25000,10.2,Unmarried,1,22,1.833333333,Emerging,20.1,Low,0,0,None,17,Low,"Family plan, Home internet plan",2,Video streaming,1,"Home computer, Smart device, Gaming console",3,No devices,0,3,4,Low
1345-ENBSLG-BJK,Male,Southeast,Medium,25 to 34,Post Secondary,No,Crafts,8,No,29000,14,Unmarried,1,28,2.333333333,Established,15,Low,0,0,None,18,Moderate,Home internet plan,1,No subscriptions,0,"Home computer, Smart device",2,Cloud backup,1,3,4,Low
0934-PMNAUP-18N,Female,Midwest,Extra Large,18 to 24,No High School,Yes,Service,2,No,24000,5.2,Married,2,25,2.083333333,Established,17.4,Low,0,0,None,15,Low,International plan,1,"Video streaming, Financial News streaming, Mobile security",3,No devices,0,"Virtual assistant service, Cloud backup",2,3,1,Low
2974-AZXCIW-1XY,Female,Southwest,Extra Large,25 to 34,Post Secondary,Yes,Sales,1,No,43000,12,Unmarried,2,36,3,Established,52.35,Moderate,0,0,None,14,Low,"Family plan, Home internet plan",2,"Financial News streaming, Mobile security",2,Home computer,1,"Cloud storage, Virtual assistant service",2,6,2,Low
1655-NMUTVQ-YFE,Female,Southwest,Extra Large,45 to 54,Post Secondary,Yes,Professional,9,No,80000,13.3,Married,4,14,1.166666667,Newcomer,16.8,Low,40.4,31.95,Moderate,24,Moderate,"International plan, Wireless data plan, Family plan, Home internet plan",4,"Equipment, Video streaming, Smart home monitoring, Mobile security",4,"Home computer, Smart device, Gaming console, Smart home device",4,"Cloud storage, Cloud backup",2,3,3,Moderate
5661-YFIDQE-IP0,Female,Southeast,Large,45 to 54,Post Secondary,No,Service,12,No,65000,17.3,Unmarried,1,7,0.583333333,Newcomer,9.9,Low,0,0,None,15,Low,No plans,0,Mobile security,1,Smart device,1,Cloud backup,1,1,1,Low
4254-GIHFGQ-694,Female,Midwest,Small,35 to 44,Some High School,No,Sales,4,No,43000,11.3,Married,2,6,0.5,Newcomer,13.2,Low,0,0,None,17,Low,No plans,0,No subscriptions,0,No devices,0,No devices,0,1,1,Low
1573-KAASUO-TZL,Male,Northeast,Small,45 to 54,Some High School,Yes,Sales,7,No,32000,4.8,Unmarried,1,34,2.833333333,Established,21.9,Low,34.15,0,None,12,Low,"International plan, Family plan, Home internet plan",3,"Equipment, Video streaming, Mobile security",3,"Home computer, Smart device, Smart home device",3,"Cloud storage, Virtual assistant service, Cloud backup",3,3,3,Low
2848-MXOAZP-3O7,Female,Northeast,Small,35 to 44,Post Secondary,Yes,Professional,11,No,60000,6.9,Married,5,14,1.166666667,Newcomer,7.95,Low,0,0,None,19,Moderate,Family plan,1,Video streaming,1,"Home computer, Smart device",2,Cloud backup,1,1,4,Low
3825-PDZIDA-USF,Female,Midwest,Small,65 to 74,Some High School,Yes,Sales,13,No,87000,5.1,Married,2,57,4.75,Loyal,50.55,Moderate,0,0,None,23,Moderate,"International plan, Family plan",2,"Video streaming, Financial News streaming",2,Smart device,1,"Virtual assistant service, Cloud backup",2,6,2,Moderate
5796-RGVUFC-6TJ,Male,Southwest,Medium,18 to 24,Post Secondary,No,Professional,0,No,58000,5.6,Unmarried,1,2,0.166666667,Newcomer,6.9,Low,37.15,22.85,Low,25,Moderate,"Wireless data plan, Family plan, Home internet plan",3,"Equipment, Video streaming, Smart home monitoring",3,"Home computer, Smart device, Gaming console, Smart home device",4,"Cloud storage, IoT device support, Virtual assistant service, Cloud backup",4,1,3,Low
6771-VWPLWJ-B4U,Female,Southeast,Medium,65 to 74,Post Secondary,Yes,Professional,15,No,43000,10.9,Unmarried,1,65,5.416666667,Veteran,36.6,Moderate,0,0,None,24,Moderate,"International plan, Family plan",2,"Financial News streaming, Mobile security",2,No devices,0,Virtual assistant service,1,5,2,Moderate
